"","Isolation.source","Completeness","Cenote.taker.contig.name","original.contig.name","Length","Element.Name","Topology","Common.Viral.Domains","ORF.caller.used","BLASTP.hit.for.Taxonomy","BLASTN.result..if.any."
"615","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1494_vs1 ","NODE_47_length_3808_cov_4_752881_S007-131",3808," Siphoviridae sp. ctpyo494 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Unahavirus; Flavobacterium virus 6H gi|526120154|ref|YP_008320433.1| hypothetical protein [Flavobacterium phage 6H] 38.869 "," no blastn"
"616","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1495_vs1 ","NODE_55_length_3381_cov_3_819613_S007-131",3381," Siphoviridae sp. ct5MJ495 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|428782342|ref|YP_007112100.1| putative exonuclease [Enterobacteria phage mEp460] 25.185 "," no blastn"
"617","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1496_vs1 ","NODE_72_length_3073_cov_6_426235_S007-131",3073," Siphoviridae sp. ct77V496 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1070063173|ref|YP_009289388.1| hypothetical protein P9872_37 [Streptococcus virus 9872] 47.489 "," no blastn"
"618","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1497_vs1 ","NODE_81_length_2888_cov_5_218072_S007-131",2888," Siphoviridae sp. ctRW8497 "," linear ",4," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|388570658|ref|YP_006383535.1| gp31 [Clostridium phage PhiS63] 30.723 "," no blastn"
"619","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1498_vs1 ","NODE_84_length_2821_cov_6_658892_S007-131",2821," Myoviridae sp. ctkUj498 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Svunavirus; Geobacillus virus GBSV1 gi|115334633|ref|YP_764479.1| hypothetical protein GPGV1_gp23 [Geobacillus phage GBSV1] 36.986 "," no blastn"
"620","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1499_vs1 ","NODE_87_length_2794_cov_5_791314_S007-131",2794," metagenomic plasmid sp. ctdkd499 "," linear ",2," Prodigal (meta) "," cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium; Sinorhizobium medicae gi|150377463|ref|YP_001314058.1|DNA polymerase IV (plasmid) [Sinorhizobium medicae WSM419] 47.561 "," no blastn"
"621","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA149_vs1 ","NODE_259_length_1368_cov_4_677769_S003-179",1368," Siphoviridae sp. ctM4Y149 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|32469428|ref|NP_862892.1| hypothetical protein SM1p53 [Streptococcus phage SM1] 34.826 "," no blastn"
"622","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA14_vs1 ","NODE_69_length_3770_cov_10_947739_S003-110",3770," Siphoviridae sp. ctVzy14 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|281416462|ref|YP_003347382.1| DNA helicase [Enterococcus phage phiFL4A] 52.423 "," no blastn"
"623","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1500_vs1 ","NODE_101_length_2670_cov_3_533745_S007-131",2670," Siphoviridae sp. ctTsl500 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|15088761|ref|NP_150150.1| hypothetical protein [Streptococcus phage MM1] 39.706 "," no blastn"
"624","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1501_vs1 ","NODE_145_length_2313_cov_4_759839_S007-131",2313," Siphoviridae sp. ctFUq501 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|397912648|ref|YP_006546312.1| protein of unknown function DUF927 [Thermoanaerobacterium phage THSA 485A] 36.264 "," no blastn"
"625","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1502_vs1 ","NODE_155_length_2258_cov_5_275562_S007-131",2258," Myoviridae sp. ctF1O502 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971821686|ref|YP_009219411.1| head tail connector (endogenous virus) [Clostridium phage phiCT9441A] 39.048 "," no blastn"
"626","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1503_vs1 ","NODE_163_length_2221_cov_2_365205_S007-131",2221," Siphoviridae sp. ctUQz503 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|509140054|ref|YP_008058938.1| hypothetical protein phiCP51_0015 [Clostridium phage vB_CpeS CP51] 43.750 "," no blastn"
"627","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1504_vs1 ","NODE_164_length_2207_cov_4_648357_S007-131",2207," Myoviridae sp. ct9ZR504 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971764672|ref|YP_009217644.1| putative tail sheath protein [Clostridium phage phiCDHM11] 46.499 "," no blastn"
"628","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1505_vs1 ","NODE_257_length_1890_cov_4_278544_S007-131",1890," Myoviridae sp. ct4gu505 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|414090444|ref|YP_006990557.1| phage portal protein [Clostridium phage phiMMP04] 30.769 "," no blastn"
"629","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1506_vs1 ","NODE_273_length_1870_cov_4_625767_S007-131",1870," Myoviridae sp. ct1Rc506 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|971820234|ref|YP_009214206.1| conserved protein of unknown function [Clostridium phage phiMMP03] 47.414 "," no blastn"
"630","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1507_vs1 ","NODE_389_length_1665_cov_6_130353_S007-131",1665," Conjugative Transposon sp. ctRF2507 "," linear ",0," Prodigal (meta) "," Conjugative Transposon "," no blastn"
"631","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1508_vs1 ","NODE_467_length_1557_cov_3_208784_S007-131",1557," Myoviridae sp. ctrZx508 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971820127|ref|YP_009213100.1| putative N acetylmuramoyl L alanine amidase [Clostridium phage phiCD481 1] 63.571 "," no blastn"
"632","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1509_vs1 ","NODE_719_length_1341_cov_6_077532_S007-131",1341," metagenomic plasmid sp. ctGn6509 "," linear ",0," Prodigal (meta) "," cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium; Sinorhizobium meliloti gi|193782564|ref|NP_435453.2|short chain alcohol dehydrogenase related dehydrogenase (plasmid) [Sinorhizobium meliloti 1021] 40.157 "," no blastn"
"633","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA150_vs1 ","NODE_315_length_1139_cov_3_368173_S003-179",1139," Podoviridae sp. ctrAQ150 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Rauchvirus gi|48697198|ref|YP_024928.1| hypothetical protein BcepC6B_gp08 [Burkholderia virus BcepC6B] 61.333 "," no blastn"
"634","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1511_vs1 ","NODE_15_length_4116_cov_26_555335_S007-132",4116," Siphoviridae sp. ctziM511 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Nclasvirinae; Buttersvirus; Mycobacterium virus Michelle gi|589890758|ref|YP_009006671.1| hypothetical protein PBI_MICHELLEMYBELL_70 [Mycobacterium phage MichelleMyBell] 47.826 "," no blastn"
"635","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1512_vs1 ","NODE_54_length_2563_cov_5_029364_S007-132",2563," Siphoviridae sp. ctwn4512 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|168495136|ref|YP_001686874.1| Phage major capsid protein [Azospirillum phage Cd] 32.248 "," no blastn"
"636","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1513_vs1 ","NODE_145_length_1758_cov_2_740631_S007-132",1758," Unclassified virus sp. ctphi513 "," linear ",2," Prodigal (meta) "," unclassified virus "," no blastn"
"637","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1514_vs1 ","NODE_329_length_1229_cov_3_716146_S007-132",1229," Siphoviridae sp. ctHhf514 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Lilyvirus; Paenibacillus virus Lily gi|971748289|ref|YP_009202243.1| Xre like protein [Bacteriophage Lily] 40.625 "," no blastn"
"638","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1515_vs1 ","NODE_8_length_8192_cov_19_727049_S007-137",8192," Siphoviridae sp. ctACB515 "," linear ",4," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Psavirus; Listeria virus LP302 gi|514051992|ref|YP_008126756.1| primase [Listeria phage LP 030 2] 50.777 "," no blastn"
"639","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1516_vs1 ","NODE_19_length_5103_cov_5_595702_S007-137",5103," Siphoviridae sp. ctcOB516 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Psavirus; Listeria virus PSA gi|17488517|ref|NP_510995.1| Gp14 protein [Listeria phage PSA] 34.261 "," no blastn"
"640","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1517_vs1 ","NODE_23_length_4779_cov_8_876861_S007-137",4779," Siphoviridae sp. ctkjL517 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971821570|ref|YP_009218090.1| XRE family transcriptional regulator (endogenous virus) [Clostridium phage phiCT19406C] 55.000 "," no blastn"
"641","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1518_vs1 ","NODE_25_length_4475_cov_4_871533_S007-137",4475," Siphoviridae sp. ctuku518 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1102620721|ref|YP_009324853.1| hypothetical protein phiARI0131 2_7 [Streptococcus phage phiARI0131 2] 52.315 "," no blastn"
"642","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1519_vs1 ","NODE_26_length_4350_cov_10_589750_S007-137",4350," Podoviridae sp. ctOsR519 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Vicosavirus; Pseudomonas virus UFVP2 gi|496838622|ref|YP_006907075.2| HNH endonuclease [Pseudomonas phage UFV P2] 30.714 "," no blastn"
"643","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA151_vs1 ","NODE_305_length_3258_cov_9_026092_S003-189",3258," Podoviridae sp. ctOeB151 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Autographivirinae gi|148724460|ref|YP_001285426.1| integrase [Synechococcus virus Syn5] 26.147 "," no blastn"
"644","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1520_vs1 ","NODE_34_length_3629_cov_8_975225_S007-137",3629," Conjugative Transposon sp. ctVql520 "," linear ",2," Prodigal (meta) "," Conjugative Transposon "," no blastn"
"645","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1521_vs1 ","NODE_43_length_3328_cov_3_339280_S007-137",3328," metagenomic plasmid sp. ct7zo521 "," linear ",0," Prodigal (meta) "," cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium; Sinorhizobium meliloti gi|16264749|ref|NP_437541.1|two component response regulator protein (plasmid) [Sinorhizobium meliloti 1021] 37.273 "," no blastn"
"646","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1522_vs1 ","NODE_64_length_2826_cov_8_180065_S007-137",2826," Siphoviridae sp. cttJX522 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Phietavirus gi|66396381|ref|YP_240706.1| ORF050 [Staphylococcus virus 88] 42.105 "," no blastn"
"647","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1523_vs1 ","NODE_104_length_2405_cov_3_399055_S007-137",2405," Myoviridae sp. ctwi4523 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971821406|ref|YP_009216666.1| DEAD/DEAH box helicase and SNF2 domain containing protein (endogenous virus) [Clostridium phage phiCT453A] 57.463 "," no blastn"
"648","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1524_vs1 ","NODE_130_length_2187_cov_5_531280_S007-137",2187," Siphoviridae sp. ctMFb524 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Tunavirinae; Tlsvirus gi|849251557|ref|YP_009148739.1| DNA N 6 adenine methyltransferase [Citrobacter virus Stevie] 39.634 "," no blastn"
"649","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1525_vs1 ","NODE_169_length_1987_cov_3_630890_S007-137",1987," Siphoviridae sp. ctfl7525 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Phietavirus gi|66396351|ref|YP_240708.1| ORF019 [Staphylococcus virus 88] 50.397 "," no blastn"
"650","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1526_vs1 ","NODE_249_length_1727_cov_2_485455_S007-137",1727," Siphoviridae sp. ctljO526 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|609252443|ref|YP_009018744.1| integrase [Mycobacterium phage DS6A] 21.512 "," no blastn"
"651","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1527_vs1 ","NODE_288_length_1606_cov_6_464356_S007-137",1606," Siphoviridae sp. ctuzL527 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|327197874|ref|YP_004306191.1| hypothetical protein LaPh949_gp031 [Lactococcus phage 949] 40.789 "," no blastn"
"652","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1528_vs1 ","NODE_668_length_1043_cov_7_964803_S007-137",1043," Podoviridae sp. ct8iw528 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Kochitakasuvirus; Pseudomonas virus KPP25 gi|639163126|ref|YP_009030597.1| putative DNA polymerase [Pseudomonas phage KPP25] 30.599 "," no blastn"
"653","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA152_vs1 ","NODE_518_length_2815_cov_5_547845_S003-189",2815," Myoviridae sp. cttbi152 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|39653713|ref|NP_945278.1| terminase, large subunit [Streptococcus phage EJ 1] 65.938 "," no blastn"
"654","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1530_vs1 ","NODE_3_length_42039_cov_1012_988108_S007-13",42039," Siphoviridae sp. ctpsC530 "," linear ",27," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Lilyvirus; Paenibacillus virus Lily gi|971748254|ref|YP_009202208.1| terminase large subunit [Bacteriophage Lily] 40.809 "," no blastn"
"655","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1531_vs1 ","NODE_168_length_4976_cov_16_882017_S007-13",4976," Myoviridae sp. ctBy1531 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|61806062|ref|YP_214422.1| 5 aminoimidazole 4 carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Prochlorococcus phage P SSM2] 52.632 "," no blastn"
"656","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1532_vs1 ","NODE_200_length_4052_cov_9_478491_S007-13",4052," metagenomic plasmid sp. ct3Ly532 "," linear ",0," Prodigal (meta) "," cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella gi|414085976|ref|YP_006973824.1|2 alkenal reductase (plasmid) [Klebsiella pneumoniae] 34.897 "," no blastn"
"657","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1533_vs1 ","NODE_250_length_3075_cov_11_651101_S007-13",3075," Siphoviridae sp. ctTax533 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Biseptimavirus; unclassified Biseptimavirus gi|588498272|ref|YP_009002786.1| putative transposase [Staphylococcus phage StauST398 4] 50.470 "," no blastn"
"658","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1534_vs1 ","NODE_314_length_2285_cov_2_818388_S007-13",2285," Myoviridae sp. ctzpp534 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Obolenskvirus; Acinetobacter virus AbC62 gi|682123123|ref|YP_009055444.1| hypothetical protein BPABA14_00230 [Acinetobacter phage YMC 13 01 C62] 44.805 "," no blastn"
"659","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1535_vs1 ","NODE_513_length_1536_cov_3_730637_S007-13",1536," metagenomic plasmid sp. ctMcN535 "," linear ",1," Prodigal (meta) "," cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus methanolicus gi|41057046|ref|NP_957649.1|putative site specific recombinase/integrase (plasmid) [Bacillus methanolicus MGA3] 30.952 "," no blastn"
"660","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1537_vs1 ","NODE_2_length_43777_cov_3578_761304_S007-19",43777," Siphoviridae sp. ct8yb537 "," linear ",27," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971821263|ref|YP_009206301.1| terminase large subunit [Bacillus phage phi4B1] 53.398 "," no blastn"
"661","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1539_vs1 ","NODE_9_length_24215_cov_39_203828_S007-19",24215," Myoviridae sp. ctQY2539 "," linear ",13," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|1068513097|ref|YP_009276831.1| hypothetical protein BalMu1_A25 [Bacillus phage BalMu 1] 26.923 "," no blastn"
"662","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA153_vs1 ","NODE_1061_length_2228_cov_6_088796_S003-189",2228," Myoviridae sp. ctj5b153 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|640884869|ref|YP_009032154.1| conserved hypothetical protein [Clostridium phage CDMH1] 34.821 "," no blastn"
"663","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1540_vs1 ","NODE_14_length_16161_cov_25_240798_S007-19",16161," Myoviridae sp. cteFA540 "," linear ",6," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971821466|ref|YP_009217915.1| putative radical SAM domain protein (endogenous virus) [Clostridium phage phiCT453B] 33.861 "," no blastn"
"664","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1543_vs1 ","NODE_27_length_5975_cov_8_813157_S007-19",5975," Microviridae sp. ctHNO543 "," linear ",4," Prodigal (meta) "," Viruses; Microviridae; unclassified Microviridae gi|906476413|ref|YP_009160408.1| replication protein VP4 [Microviridae Fen7918_21] 30.357 "," no blastn"
"665","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1544_vs1 ","NODE_45_length_3581_cov_6_279966_S007-19",3581," Unclassified virus sp. ctNNh544 "," linear ",1," Prodigal (meta) "," unclassified virus "," no blastn"
"666","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1545_vs1 ","NODE_51_length_3495_cov_31_432709_S007-19",3495," Microviridae sp. ctYKj545 "," linear ",1," Prodigal (meta) "," Viruses; Microviridae; unclassified Microviridae gi|971765803|ref|YP_009218802.1| major capsid protein VP1 [Parabacteroides phage YZ 2015b] 27.861 "," no blastn"
"667","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1546_vs1 ","NODE_52_length_3461_cov_68_902482_S007-19",3461," Microviridae sp. ctie8546 "," linear ",2," Prodigal (meta) "," Viruses; Microviridae; unclassified Microviridae gi|906476415|ref|YP_009160410.1| DNA pilot protein VP2 [Microviridae Fen7918_21] 31.250 "," no blastn"
"668","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1547_vs1 ","NODE_64_length_3129_cov_19_692333_S007-19",3129," Microviridae sp. ct0Zg547 "," linear ",2," Prodigal (meta) "," Viruses; Microviridae; unclassified Microviridae gi|971765486|ref|YP_009218538.1| replication protein VP4 [Parabacteroides phage YZ 2015a] 31.321 "," no blastn"
"669","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1548_vs1 ","NODE_79_length_2781_cov_13_051775_S007-19",2781," Siphoviridae sp. ctTTl548 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|509140068|ref|YP_008058952.1| putative resolvase [Clostridium phage vB_CpeS CP51] 37.996 "," no blastn"
"670","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1549_vs1 ","NODE_90_length_2545_cov_77_869125_S007-19",2545," Microviridae sp. ctSOi549 "," linear ",1," Prodigal (meta) "," Viruses; Microviridae; unclassified Microviridae gi|971765486|ref|YP_009218538.1| replication protein VP4 [Parabacteroides phage YZ 2015a] 27.556 "," no blastn"
"671","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA154_vs1 ","NODE_1154_length_2154_cov_5_906115_S003-189",2154," Podoviridae sp. ctroZ154 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; unclassified Podoviridae gi|848469705|ref|YP_009146234.1| hypothetical protein SUFP_060 [Sulfitobacter phage NYA 2014a] 41.509 "," no blastn"
"672","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1550_vs1 ","NODE_104_length_2366_cov_3_183923_S007-19",2366," Siphoviridae sp. ctxo9550 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|399528788|ref|YP_006560836.1| minor tail protein [Salmonella phage vB_SosS_Oslo] 64.678 "," no blastn"
"673","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1551_vs1 ","NODE_147_length_1963_cov_2_540827_S007-19",1963," Myoviridae sp. ctywK551 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|327198583|ref|YP_004327327.1| baseplate component [Erwinia phage phiEt88] 77.655 "," no blastn"
"674","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1552_vs1 ","NODE_175_length_1822_cov_2_891117_S007-19",1822," Podoviridae sp. ctqAq552 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Lessievirus gi|431809879|ref|YP_007236768.1| Replication protein [Burkholderia virus Bcepmigl] 46.721 "," no blastn"
"675","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1553_vs1 ","NODE_283_length_1431_cov_2_251108_S007-19",1431," Siphoviridae sp. ctHA5553 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Hendrixvirus gi|9634129|ref|NP_037671.1| gp10 [Escherichia virus HK022] 85.475 "," no blastn"
"676","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1554_vs1 ","NODE_4_length_19393_cov_41_125285_S007-24",19393," Conjugative Transposon sp. ctlcP554 "," linear ",6," Prodigal (meta) "," Conjugative Transposon "," no blastn"
"677","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1555_vs1 ","NODE_5_length_17539_cov_27_535105_S007-24",17539," Podoviridae sp. ctYvW555 "," linear ",10," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Picovirinae; Rosenblumvirus; unclassified Rosenblumvirus gi|589892972|ref|YP_009004300.1| DNA polymerase [Staphylococcus phage GRCS] 66.667 "," no blastn"
"678","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1556_vs1 ","NODE_9_length_11353_cov_35_232618_S007-24",11353," Siphoviridae sp. ctRQk556 "," linear ",8," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Pahexavirus; unclassified Pahexavirus gi|966201271|ref|YP_009191347.1| putative terminase large subunit [Propionibacterium phage PA1 14] 42.612 "," no blastn"
"679","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1557_vs1 ","NODE_27_length_3712_cov_9_595323_S007-24",3712," Poxviridae sp. ctmIi557 "," linear ",0," Prodigal (meta) "," Viruses; Poxviridae; Chordopoxvirinae; Orthopoxvirus gi|113195393|ref|YP_717523.1| hypothetical protein TATV_DAH68_216 [Taterapox virus] 46.552 "," no blastn"
"680","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1558_vs1 ","NODE_257_length_1191_cov_5_429982_S007-2",1191," Virophage sp. ctPN7558 "," linear ",0," Prodigal (meta) "," Virophage chris_annotate.1 S3H [adinto Paramoeba_virophage_MCP_FtsK_PolB_integrase_28kb_MUHK01001568_102_9958_ _2636_(REVERSE_SENSE)_] 16.908 "," no blastn"
"681","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1559_vs1 ","NODE_383_length_1107_cov_1_892233_S007-2",1107," Virophage sp. ct2oq559 "," linear ",0," Prodigal (meta) "," Virophage chris_annotate.1 S3H [adinto Paramoeba_virophage_MCP_FtsK_PolB_integrase_28kb_MUHK01001568_102_9958_ _2636_(REVERSE_SENSE)_] 16.286 "," no blastn"
"682","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA155_vs1 ","NODE_2418_length_1599_cov_7_084757_S003-189",1599," Myoviridae sp. ctxjs155 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|971819989|ref|YP_009206145.1| conserved protein of unknown function [Clostridium phage phiMMP01] 41.692 "," no blastn"
"683","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1564_vs1 ","NODE_1_length_43898_cov_188_089957_S007-31",43898," Siphoviridae sp. ctlNi564 "," linear ",23," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Moineauvirus gi|9632419|ref|NP_049391.1| putative terminase small subunit [Streptococcus virus DT1] 96.070 "," no blastn"
"684","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1566_vs1 ","NODE_6_length_36768_cov_37_078248_S007-31",36768," Myoviridae sp. ctTBc566 "," linear ",19," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|1068331796|ref|YP_009276929.1| terminase large subunit (endogenous virus) [Clostridium phage phiCT19406B] 50.186 "," no blastn"
"685","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1567_vs1 ","NODE_10_length_18721_cov_28_594722_S007-31",18721," Myoviridae sp. ctVKy567 "," linear ",8," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus gi|418489692|ref|YP_007003504.1| replication protein [Salmonella phage RE 2010] 98.010 "," no blastn"
"686","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA1568_vs1 ","NODE_14_length_14038_cov_13_387508_S007-31",14038," Myoviridae sp. ctEoZ568 "," linear ",15," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus gi|418489696|ref|YP_007003508.1| capsid packaging protein [Salmonella phage RE 2010] 88.272 "," no blastn"
